Device type:  cuda
1210.0  M lines have passed.
1220.0  M lines have passed.
1230.0  M lines have passed.
done with reading eventalign file.
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000siganlAlign.tsv
Start parsing sigalign file......
Start processing  9f9ef1a2-8929-4983-8173-a7da7756315f
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  9f9ef1a2-8929-4983-8173-a7da7756315f  in  398.1777572631836 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  9da7576c-2203-4a57-a734-5e72e12475fc
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  9da7576c-2203-4a57-a734-5e72e12475fc  in  444.3862326145172 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  54b5e4ab-3d05-48b8-a4b4-0037c381acda
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Reached the end of the signal.
Processed read  54b5e4ab-3d05-48b8-a4b4-0037c381acda  in  358.46389174461365 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  b1f60cd1-c603-45ea-8de7-b51260ea1f94
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  b1f60cd1-c603-45ea-8de7-b51260ea1f94  in  544.2572591304779 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  77022255-c7c8-49d7-b00b-7a5938d33782
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Reached the end of the signal.
Processed read  77022255-c7c8-49d7-b00b-7a5938d33782  in  403.0837528705597 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  5eda2ba2-a94a-410b-b682-00dadc78bbc8
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  5eda2ba2-a94a-410b-b682-00dadc78bbc8  in  454.3510904312134 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  65f79b4d-1165-44b1-9c3c-034db2dfc368
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  65f79b4d-1165-44b1-9c3c-034db2dfc368  in  439.8820023536682 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  24ef0d2c-1f91-445b-8969-04e90abecf13
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  24ef0d2c-1f91-445b-8969-04e90abecf13  in  443.17613220214844 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  ca5bf6ec-c6a1-4571-aab0-ec21a0b8eefc
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  ca5bf6ec-c6a1-4571-aab0-ec21a0b8eefc  in  488.1981451511383 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Start processing  42187812-6707-4597-8af6-ecea0f41a015
Predicting at position: 0
Predicting at position: 500
Predicting at position: 1000
Predicting at position: 1500
Predicting at position: 2000
Predicting at position: 2500
Predicting at position: 3000
Predicting at position: 3500
Predicting at position: 4000
Predicting at position: 4500
Predicting at position: 5000
Predicting at position: 5500
Predicting at position: 6000
Predicting at position: 6500
Predicting at position: 7000
Predicting at position: 7500
Predicting at position: 8000
Predicting at position: 8500
Processed read  42187812-6707-4597-8af6-ecea0f41a015  in  526.3336205482483 s
Output signalAlign file saved in:
 /private/groups/brookslab/gabai/projects/Add-seq/data/chrom/modPredict/231023_HMR_chrom_meanScore_medianPos_chrIII:290000-299000modScores.tsv
Finished all analysis in  5662.928793430328 s.
